opid,operator,atype,remarks,phase_of_flt,ac_mass,num_engs,date,time_of_day,state,height,speed,effect,sky,species,birds_seen,birds_struck
AAL,AMERICAN AIRLINES,MD-80,NO DAMAGE,Approach,4,2,7/6/1998 0:00,Dusk,TX,100,130,None,No Cloud,BLACKBIRDS,10-Feb,1
AAL,AMERICAN AIRLINES,B-757-200,NA,Approach,4,2,11/26/1997 0:00,Night,BC,200,138,None,No Cloud,GULLS,10-Feb,1
AAL,AMERICAN AIRLINES,B-757-200,NO DAMAGE,Climb,4,2,7/17/1998 0:00,Day,CA,500,150,None,Overcast,BLACKBIRDS,NA,1
AAL,AMERICAN AIRLINES,MD-80,NO DAMAGE. BLACKBIRD?,Climb,4,2,5/16/1997 0:00,Dusk,TX,800,180,None,Some Cloud,BLACKBIRDS,10-Feb,1
AAL,AMERICAN AIRLINES,MD-82,BIRD STRUCK L SIDE IN AREA OF CAPT'S WINDOW,Approach,4,2,3/29/1998 0:00,Dusk,AZ,50,128,None,Overcast,UNKNOWN BIRD - MEDIUM,NA,1
AAL,AMERICAN AIRLINES,MD-80,FLT 533 REPTD A BIRD STRIKE ON 4 MI FINAL AT 2054Z. NO DAMAGE WAS  REPTD.,Approach,4,2,6/5/1997 0:00,Day,TX,NA,NA,NA,NA,UNKNOWN BIRD,NA,1
AAL,AMERICAN AIRLINES,MD-82,BIRD STRUCK CAPT'S W/S ON L SIDE.,Approach,4,2,5/27/1997 0:00,Night,CA,1500,135,None,Some Cloud,UNKNOWN BIRD - MEDIUM,NA,1
AAL,AMERICAN AIRLINES,FK-100,NA,Climb,4,2,7/27/1997 0:00,Day,PA,100,150,None,No Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,MD-82,NA,Landing Roll,4,2,3/18/1998 0:00,Day,LA,0,140,None,Overcast,PURPLE MARTIN,NA,1
AAL,AMERICAN AIRLINES,B-757-200,NO DISCERNABLE DAMAGE,Approach,4,2,5/8/1998 0:00,Night,CA,3500,240,None,Some Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,MD-82,NO DAMAGE. FLT 885.,Approach,4,2,9/18/1997 0:00,Day,CO,800,140,None,No Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,MD-82,NA,Climb,4,2,7/28/1997 0:00,Day,TX,8000,250,None,Some Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,FK-100,FEATHERS & BLOOD SMEAR ON NOSE SKIN. NO APPARENT DAMAGE TO  STRUCTURE.,Approach,4,2,10/26/1998 0:00,Night,NY,1200,145,None,Overcast,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,B-727,PILOT DID NOT REMEMBER IF WARNED ABOUT BIRDS. BIRD HIT JUST ABOVE  WINDSHLD. FLT 1149.,Approach,4,3,7/8/1997 0:00,Day,TN,700,142,None,Some Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,B-757-200,POSSIBLY GULL.,Landing Roll,4,2,1/17/1998 0:00,Day,FL,0,120,None,No Cloud,GULLS,NA,1
AAL,AMERICAN AIRLINES,B-757-200,NO DAMAGE FLT 961.,Landing Roll,4,2,10/26/1998 0:00,Day,FL,0,140,None,Some Cloud,FALCONS,NA,1
AAL,AMERICAN AIRLINES,MD-82,BIRD HIT METAL SUPPORT BETWEEN CENTER WINDSHLD & F/O FRONT  WINDOW. NO ABNORMALITIES NOTED. FLT CONTD TO ELP,Climb,4,2,4/5/1997 0:00,Night,TX,7000,250,None,No Cloud,UNKNOWN BIRD - LARGE,NA,1
AAL,AMERICAN AIRLINES,FK-100,TIME = 1300 LCL.  BIRD HIT FUSELAGE ABOVE WINDSHLD. NO DAMAGE.,Landing Roll,4,2,5/2/1997 0:00,Day,IL,0,90,None,Overcast,RING-BILLED GULL,NA,1
AAL,AMERICAN AIRLINES,MD-80,WE DID NOT FEEL OR SEE ANYTHING. F/O NOTICED DAMAGE ON POST FLT  WALK AROUND. DAMAGE WAS TO LE L WING.,NA,4,2,3/22/1997 0:00,Night,NA,NA,NA,None,No Cloud,UNKNOWN BIRD,NA,1
AAL,AMERICAN AIRLINES,B-727-200,"STRUCK LRG BIRD (APPEARED TO BE AN OWL) ON T/D. ABOUT 1 HR AFTER  SUNSET. ENGS AT LOW RPM, BIRD STRUCK NOSE. LATER FOUND OWL FEATHERS IN #3 INLET. NO AFFECT ON FLT OR ENG PERFORMANCE.",Landing Roll,4,3,9/22/1997 0:00,Night,TN,0,142,None,No Cloud,OWLS,NA,1
AAL,AMERICAN AIRLINES,MD-82,WING SPOILER = OTHER HIT,Approach,4,2,1/14/1997 0:00,Day,UT,10,140,None,Overcast,UNKNOWN BIRD - SMALL,11-100,10-Feb
AAL,AMERICAN AIRLINES,MD-82,BIRD HIT L SIDE SLIDING GLASS COCKPIT WINDOW. NO APPARENT DAMAGE.,Climb,4,2,4/26/1998 0:00,Day,CA,200,160,None,No Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,MD-80,FLT 829 RECD BIRD STRIKE LDG RWY 17L. NO REPTD DAMAGE. TIME =  1930Z,Landing Roll,4,2,6/2/1997 0:00,Day,TX,0,NA,NA,NA,UNKNOWN BIRD,NA,1
AAL,AMERICAN AIRLINES,MD-80,"NO VIZ DAMAGE BUT REQSTD MAINT INSPN, MADE LOGBOOK ENTRY,  NOTIFIED DISPATCH & SUBMITTED OF-25 REPT TO COMPANY & BRIEFED  OUTBOUND CREW. A/C HAD NO ENG OR CONTROL PROBS.",Climb,4,2,9/24/1997 0:00,Day,NY,3000,245,None,Some Cloud,GULLS,NA,1
AAL,AMERICAN AIRLINES,MD-80,"HIT A FLOCK, ASSUME 2-10. NO DAMAGE.",Landing Roll,4,2,10/28/1997 0:00,Day,TX,0,100,NA,No Cloud,AMERICAN ROBIN,10-Feb,10-Feb
AAL,AMERICAN AIRLINES,MD-80,"2' DIAMETER DENT TO RADOME ABOUT 12"" DEEP. REQD REPLACEMENT. 1 OR  MORE BIRDS HIT RT ENG BULLET & INLET GUIDE VANES. NO DAMAGE TO  BLADES.",Approach,4,2,11/18/1997 0:00,Night,CA,1500,140,None,No Cloud,GULLS,10-Feb,10-Feb
AAL,AMERICAN AIRLINES,MD-80,UNKN IF DAMAGE.,Climb,4,2,10/14/1997 0:00,Night,TN,3000,240,NA,No Cloud,UNKNOWN BIRD - MEDIUM,NA,1
AAL,AMERICAN AIRLINES,B-727-200,NA,Approach,4,3,9/28/1997 0:00,Day,OH,700,150,None,No Cloud,BLACKBIRDS,10-Feb,1
AAL,AMERICAN AIRLINES,MD-83,"NO ATIS WARNING. SWALLOW, FLYCATCHER OR MARTIN.",Take-off run,4,2,9/6/1997 0:00,Day,IL,0,140,None,No Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,MD-80,NO DAMAGE. FOUND INDICATION OF STRIKE ON WALK AROUND INSPN.,Approach,4,2,5/8/1997 0:00,Day,DC,1750,155,None,No Cloud,UNKNOWN BIRD - SMALL,10-Feb,1
AAL,AMERICAN AIRLINES,DC-9-80,POSSIBLY A GULL. BIRD HIT RT WINDSHLD WIPER & LOWER PART OF RT  FWD WINDOW.,Climb,4,2,5/8/1997 0:00,Night,WA,5000,230,None,No Cloud,UNKNOWN BIRD - MEDIUM,NA,1
AAL,AMERICAN AIRLINES,MD-82,ATIS WARNING ONLY. NO DAMAGE FOUND.,Approach,4,2,6/6/1997 0:00,Day,TX,20,135,None,Some Cloud,UNKNOWN BIRD - SMALL,10-Feb,1
AAL,AMERICAN AIRLINES,B-727,BIRDS CAME UP FROM GRASSY AREA NEXT TO RWY & FLEW TWD RWY ALL BUT  ONE TURNED BACK IN TIME. NO DAMAGE BUT COST WAS TO HAVE CONTRACT  MAINT INSPECT & SIGN OFF LOG BOOK.,Approach,4,3,6/8/1998 0:00,Day,MD,10,140,None,Some Cloud,UNKNOWN BIRD - SMALL,10-Feb,1
AAL,AMERICAN AIRLINES,MD-82,NA,Take-off run,4,2,1/2/1997 0:00,Day,FL,0,140,None,Some Cloud,GULLS,10-Feb,1
AAL,AMERICAN AIRLINES,B-727-200,"FLT 2103 HAD NO STRUCTURAL DAMAGE OR INJURIES. A/C TAXIED BACK TO  GATE FOR INSPN. TIME LOST 1/2 HR. CAPT REPTD NOSE STRUCK BY  POSSIBLE GULL, TWR REPTD WINDSHLD & HERON.",Take-off run,4,3,1/2/1997 0:00,Day,FL,0,100,Aborted Take-off,No Cloud,HERONS,NA,1
AAL,AMERICAN AIRLINES,MD-80 SERIES,"NIGHT APPCH FELT A THUMP BY RADOME/NOSE GEAR DOOR. AFTER LDG,  INSPN FOUND REMAINS OF A BIRD BY LOWER PART OF RADOME/FWD NOSE  GEAR DOORS W/ NO APPARENT DAMAGE. N# IS WRONG.",Approach,4,2,5/20/1997 0:00,Night,IL,800,140,None,Some Cloud,UNKNOWN BIRD - MEDIUM,NA,1
AAL,AMERICAN AIRLINES,MD-83,NA,Approach,4,2,4/16/1997 0:00,Night,NA,500,130,None,No Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,MD-83,"BIRD UNKN, MAY HAVE BEEN A BAT.",Climb,4,2,9/7/1997 0:00,Night,NY,3000,170,None,No Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,B-727-200,HIT RT SIDE GEAR DOOR AREA. NO DAMAGE. ATIS WARNING.,Approach,4,3,9/7/1997 0:00,Night,IL,150,140,None,Some Cloud,UNKNOWN BIRD,NA,1
AAL,AMERICAN AIRLINES,MD-11,PARTS OF 2 BIRDS RECOVERED BY ARPT MGMT. PILOT WAS UNAWARE OF  BIRD STRIKE. NEXT ARRIVAL REPORTED CORPSES ON RWY.,Approach,4,3,1/31/1998 0:00,Day,CA,100,NA,None,Overcast,UNKNOWN BIRD - SMALL,NA,10-Feb
AAL,AMERICAN AIRLINES,MD-80,FLT 1256 STRUCK A GULL ON DEPT. CONTD FLT. NO REPTS OF DAMAGE.  TIME = 0702 PST.,Take-off run,4,2,11/18/1997 0:00,Dawn,CA,0,NA,NA,NA,GULLS,NA,1
AAL,AMERICAN AIRLINES,FK-100,"TIME = 2149Z. REMAINS ON RADOME, NO DAMAGE.",Approach,4,2,8/15/1997 0:00,Day,NC,100,120,None,No Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,B-757-200,"BIRD HIT CENTER OF CAPT'S WINDSHLD. CONSIDERABLE REMAINS, NO  APPARTNE DAMAGE. DISPATCH & ALLIANCE TECH NOTIFIED.",Climb,4,2,10/13/1997 0:00,Night,TX,7400,250,None,No Cloud,UNKNOWN BIRD,NA,1
AAL,AMERICAN AIRLINES,FK-100,"SAW 1 BIRD HIT F/O'S WINDSHLD, HEARD 1 HIT RADOME. MAINT. CHECKED  AT DFW. NO DAMAGE.",Climb,4,2,4/20/1997 0:00,Dawn,TX,NA,NA,None,Overcast,UNKNOWN BIRD,NA,10-Feb
AAL,AMERICAN AIRLINES,MD-80,NA,Climb,4,2,3/8/1997 0:00,Day,TX,20,160,None,Overcast,UNKNOWN BIRD - MEDIUM,NA,10-Feb
AAL,AMERICAN AIRLINES,FK-100,TIME = 02250Z.  HIT UNDER F/O WINDSHLD.  FLT 794,Approach,4,2,4/14/1997 0:00,Night,AL,2000,200,None,No Cloud,UNKNOWN BIRD - LARGE,NA,1
AAL,AMERICAN AIRLINES,B-757-200,NO DAMAGE/INJURY.,Approach,4,2,9/25/1997 0:00,Night,NY,1800,180,NA,No Cloud,UNKNOWN BIRD - MEDIUM,NA,1
AAL,AMERICAN AIRLINES,MD-83,NO DAMAGE.,Landing Roll,4,2,7/4/1997 0:00,Night,CA,0,110,None,Some Cloud,UNKNOWN BIRD - MEDIUM,NA,1
AAL,AMERICAN AIRLINES,B-727,"ON POSTFLT INSPN, PARTS OF A BIRD WERE FOUND ON LFT INBOARD  LANDING LIGHT COVER. NO DAMAGE. AA 850.",NA,4,3,5/14/1997 0:00,Day,NA,NA,NA,None,Overcast,UNKNOWN BIRD,NA,1
AAL,AMERICAN AIRLINES,B-757-200,FLT 340 STRUCK BIRD ON ARRIVAL. NO DAMAGE. TIME = 2312 LCL,Approach,4,2,4/21/1997 0:00,Night,NY,NA,NA,NA,NA,UNKNOWN BIRD,NA,1
AAL,AMERICAN AIRLINES,MD-83,NO NOTED DAMAGE.,Climb,4,2,5/21/1997 0:00,Day,TX,50,150,None,Overcast,MOURNING DOVE,10-Feb,1
AAL,AMERICAN AIRLINES,MD-83,NO DAMAGE NOTICED. TIME = ABOUT 0920 LCL.,Climb,4,2,11/4/1997 0:00,Day,NA,10,140,None,No Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,MD-80,"FLT 805. BIRD DOVE IN FRONT OF A/C & WAS SPEARED BY PITOT  TUBE, FLUNG UP ON R SIDE OF WINDSHLD THEN SUCKED INTO R ENG. ONLY  DAMAGE WAS BIRD GUTS STUCK IN PITOT TUBE. NO ENG DAMAGE.",Take-off run,4,2,7/2/1997 0:00,Day,IL,0,135,Precautionary Landing,No Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,B-757-200,"A/C INSPCTD FOR DAMAGE, NONE NOTED.",Approach,4,2,2/9/1997 0:00,Night,CA,500,130,None,Some Cloud,GULLS,NA,1
AAL,AMERICAN AIRLINES,MD-82,TIME = 1701 LCL.,Landing Roll,4,2,1/19/1998 0:00,Day,TX,0,120,None,No Cloud,UNKNOWN BIRD - SMALL,11-100,1
AAL,AMERICAN AIRLINES,MD-80,NO DAMAGE.,Climb,4,2,10/28/1997 0:00,Night,TX,400,180,None,No Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,A-300,"ON LIFT-OFF, C/P CALED BIRD IN FLT PATH FOLLOWED BY MUFFLED SOUND  OF STRIKE. F/A S DID NOT HEAR STRIKE. TWR MENTIONED POSSIBLY BIRD  STRIKE REQ. INTENTIONS ON CIMB OUT. ENG OPERATED NORMALLY, NO  VIB, FLT CONTROLS NORMAL. NO VIB. PRESS. NORMAL. FLT PROCEEDED TO  DEST. INSPN BY MAINT. SHOWED NO DAMAGE. TIME = 0653 LCL.",Climb,4,2,10/28/1997 0:00,Dawn,MA,50,150,None,No Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,FK-100,HUGE FLOCKS OB BIRDS IN APPROACH AREA & ON RWY.,Approach,4,2,11/12/1997 0:00,Day,TN,50,135,None,Overcast,EUROPEAN STARLING,NA,1
AAL,AMERICAN AIRLINES,FK-100,"ONE FORM SAYS ""DOVES?"", THE OTHER ""STARLING?""",Take-off run,4,2,6/24/1997 0:00,Day,NY,0,100,None,No Cloud,UNKNOWN BIRD - SMALL,10-Feb,1
AAL,AMERICAN AIRLINES,B-727-200,NA,Take-off run,4,3,8/20/1997 0:00,Day,CT,0,120,None,Some Cloud,UNKNOWN BIRD - MEDIUM,NA,1
AAL,AMERICAN AIRLINES,FK-100,NA,Climb,4,2,9/2/1997 0:00,Day,PA,25,140,None,Overcast,BLACKBIRDS,10-Feb,1
AAL,AMERICAN AIRLINES,MD-82,FLT 2024 ORIGINATED 29 APR. TIME = 0002LCL.,Approach,4,2,4/30/1998 0:00,Night,VA,200,130,None,Some Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,MD-80,FLT 1212 ABTD T/O DUE TO A BIRD STRIKE WITH WHAT APPEARED TO BE A  FLOCK OF PIGEONS. NO DAMAGE. FLT RETD TO GATE. TIME = 1442Z.,Take-off run,4,2,5/3/1997 0:00,Day,TX,0,NA,Aborted Take-off,NA,ROCK PIGEON,10-Feb,10-Feb
AAL,AMERICAN AIRLINES,MD-80,ATIS WARNING. TIME = 1630Z,Approach,4,2,8/18/1997 0:00,Day,TX,700,130,None,No Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,MD-80,NO DAMAGE,Climb,4,2,8/13/1998 0:00,Dawn,NA,50,142,None,Overcast,BLACKBIRDS,NA,1
AAL,AMERICAN AIRLINES,B-727,BLANKET BROADCAST ON FREQUENCY OF BIRD ACTIVITY. PILOT REPTD NO  DAMAGE TO A/C.,Climb,4,3,1/28/1998 0:00,Day,NC,100,155,None,Overcast,GULLS,11-100,1
AAL,AMERICAN AIRLINES,MD-82,FLT 1272. ASSUME RBGU. RBGU  COMPRISED EQUAL TO OR GREATER THAN 93% OF GULLS OBSERVED ON ARPT DURING MONTH OF STRIKE.,Approach,4,2,8/14/1997 0:00,Night,DC,150,148,None,NA,RING-BILLED GULL,10-Feb,10-Feb
AAL,AMERICAN AIRLINES,FK-100,L FLAP STRUCK BY HAWK WHILE A/C WAS IN  LANDING FLARE. FLT 1930.,Approach,4,2,12/15/1997 0:00,Day,IL,25,130,None,No Cloud,RED-TAILED HAWK,NA,1
AAL,AMERICAN AIRLINES,DC-10-30,NO APPARENT DAMAGE.,Approach,4,3,5/18/1998 0:00,Night,TX,300,155,None,No Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,MD-82,"FLT 1949 4 NM NW OF AUS REPTD A BIRD STRIKE. FLT LANDED W/O  INCID. A/C WAS INSPCTD, NO DAMAGE FOUND.",Approach,4,2,6/19/1998 0:00,Day,TX,1200,145,None,Some Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,B-767,"FLT 415. TIME = 1355. NO DAMAGE REPTD, REMAINS FOUND ON MAIN GEAR  STRUTS. BIRD WAS FLYING JUST ABOVE THE CENTERLINE OF RWY AS CAPT  WAS ABOUT TO LAND. IMMATURE GULL.",Approach,4,2,6/4/1997 0:00,Day,NY,NA,NA,None,NA,HERRING GULL,NA,1
AAL,AMERICAN AIRLINES,MD-80,NO DAMAGE REPTD.  FLT 891.,Landing Roll,4,2,9/15/1998 0:00,Dusk,TX,0,NA,None,Overcast,MOURNING DOVE,NA,1
AAL,AMERICAN AIRLINES,A-300,"SAW BIRD ABOUT 10 KTS BELOW V1, STRIKE OCCURED 3-5 KTS BELOW V1",Take-off run,4,2,11/18/1998 0:00,Day,NA,0,135,None,Some Cloud,UNKNOWN BIRD - MEDIUM,10-Feb,1
AAL,AMERICAN AIRLINES,A-300,NO DAMAGE.,Approach,4,2,10/13/1997 0:00,Night,FL,800,160,None,Some Cloud,UNKNOWN BIRD - MEDIUM,NA,1
AAL,AMERICAN AIRLINES,B-727-200,NO DAMAGE NOTED. FLT CONTD. BIRD HIT F/O WINDSHLD PRIOR TO  ROTATION.,Take-off run,4,3,12/9/1997 0:00,Day,NA,0,130,None,No Cloud,UNKNOWN BIRD - SMALL,10-Feb,1
AAL,AMERICAN AIRLINES,B-727,NO DAMAGE. FLT 332.,Approach,4,3,10/5/1997 0:00,Day,TN,500,130,None,No Cloud,BLACKBIRDS,NA,1
AAL,AMERICAN AIRLINES,B-727-200,"POSSIBLE BIRD STRIKE, NOT SEEN, SMEARED SUBSTANCE ON CO PILOT  WINDSHLD. R1.",Approach,4,3,9/21/1997 0:00,Day,TX,1000,145,None,Overcast,UNKNOWN BIRD,NA,1
AAL,AMERICAN AIRLINES,A-300,NO DAMAGE.,Climb,4,2,8/28/1997 0:00,Day,FL,500,160,None,Some Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,MD-82,TWO BRAKE LINES PUNCTURES ON L MAIN LDG GEAR,Approach,4,2,4/16/1997 0:00,Night,NE,400,140,None,No Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,MD-82,NA,Approach,4,2,10/10/1997 0:00,Night,NA,1000,140,None,No Cloud,UNKNOWN BIRD - MEDIUM,NA,1
AAL,AMERICAN AIRLINES,B-757-200,FLT 661,Approach,4,2,4/27/1998 0:00,Day,PR,100,120,None,Some Cloud,UNKNOWN BIRD - MEDIUM,11-100,1
AAL,AMERICAN AIRLINES,MD-83,NO DAMAGE.,Approach,4,2,4/27/1998 0:00,Day,TX,200,160,None,Some Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,B-727-200,OTHER STRUCK = PITOT TUBE. NOTICED BLOOD STAINS ON WALK AROUND  POST FLT.,Approach,4,3,5/2/1998 0:00,Night,MD,200,160,None,No Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,FK-100,NO DAMAGE. TIME = 1300 LC.,Climb,4,2,10/23/1997 0:00,Day,TX,1000,180,NA,Some Cloud,UNKNOWN BIRD - MEDIUM,NA,1
AAL,AMERICAN AIRLINES,FK-100,NA,Take-off run,4,2,3/6/1998 0:00,Day,ON,0,110,None,Overcast,UNKNOWN BIRD - MEDIUM,NA,1
AAL,AMERICAN AIRLINES,MD-80,CREW REPTD STRIKING A LRG GULL ON FINAL APPCH OVER THE WATER.  IT HIT JUST ABOVE F/O WINDOW. MAINT CHIEF REPTD A/C WAS INSPCTCD.  NO DAMAGE.,Approach,4,2,8/14/1997 0:00,Night,MA,200,NA,None,Some Cloud,GULLS,NA,1
AAL,AMERICAN AIRLINES,A-300,NO DAMAGE.,Approach,4,2,8/14/1997 0:00,Night,NY,800,145,None,Some Cloud,UNKNOWN BIRD - MEDIUM,NA,1
AAL,AMERICAN AIRLINES,MD-80,NA,Climb,4,2,10/17/1997 0:00,Dusk,TX,1100,220,None,No Cloud,UNKNOWN BIRD - MEDIUM,NA,1
AAL,AMERICAN AIRLINES,MD-82,"JUST PAST V1, NOTICED LRG FLOCK OF SMALL BLK BIRDS RISING  MID-FIELD. ATTEMPTED A MORE AGGRESSIVE ROTATION TO FLY OVER THEM  BUT CAUGHT MANY ANYWAY. 25% WINDOW OBSCURED. NO PROBLEMS. A/C  LEFT DFW ON ANOTHER REVENUE FLT 1 HR. LATER AFTER INSPN &  CLEANUP.",Climb,4,2,8/28/1997 0:00,Day,MI,10,150,None,No Cloud,EUROPEAN STARLING,11-100,11-100
AAL,AMERICAN AIRLINES,B-757-200,PERHAPS A GULL. HIT FUSELAGE ABOVE COCKPIT.  TO CLOSE TO V1 TO  ABORT. NO NOTICEABLE DAMAGE. LOUD THUMP HEARD. BIRD WAS SEEN  PRIOR TO IMPACT. NOTIFIED TWR. TIME = 1306,Take-off run,4,2,7/15/1997 0:00,Day,CA,0,130,None,No Cloud,UNKNOWN BIRD - MEDIUM,NA,1
AAL,AMERICAN AIRLINES,A-300,"FLT 518 HAD A BIRD STRIKE ON ARRIVAL AT 1000 LCL. NO DAMAGE, NO  BIRDS FOUND.",Landing Roll,4,2,9/26/1997 0:00,Day,NY,0,NA,NA,No Cloud,UNKNOWN BIRD,NA,1
AAL,AMERICAN AIRLINES,MD-82,NO DAMAGE. BIRD PARTS FOUND ON INSPN. FLT 626,Climb,4,2,10/1/1997 0:00,Day,FL,6000,250,None,No Cloud,UNKNOWN BIRD - MEDIUM,NA,1
AAL,AMERICAN AIRLINES,B-727,NA,Landing Roll,4,3,11/25/1997 0:00,Day,FL,0,95,None,Some Cloud,EGRETS,10-Feb,1
AAL,AMERICAN AIRLINES,B-737,FLT 209 STRUCK A BIRD. NO DAMAGE /INJURIES REPTD. TIM E= 2207LCL.,Descent,4,2,4/26/1997 0:00,Night,AZ,9000,NA,NA,NA,UNKNOWN BIRD - LARGE,NA,1
AAL,AMERICAN AIRLINES,MD-82,TIME = 0647 LCL. NO DAMAGE.,Climb,4,2,2/3/1997 0:00,Dawn,AZ,1500,200,None,No Cloud,UNKNOWN BIRD - MEDIUM,NA,1
AAL,AMERICAN AIRLINES,MD-83,TIME = 2005,Climb,4,2,10/30/1997 0:00,Night,NY,7000,250,None,No Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,MD-82,BIRD STRUCK JUST ABOVE CENTER WINDSHLD.,Climb,4,2,6/19/1997 0:00,Day,CT,600,160,None,No Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,MD-80,LEFT SIDE OF RADOME WAS DAMAGED. FOUND ON INSPN AT ARRIVAL IN  NEWARK.,Climb,4,2,8/29/1998 0:00,Day,TX,5400,250,None,No Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,FK-100,BIRD STRIKE REPTD BY GROUND PERSONNEL UPON POST FLT INSPN. UNKN  TIME OF STRIKE. NO DAMAGE NOTED.,NA,4,2,11/3/1997 0:00,Day,NA,NA,NA,None,Some Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,DC-10,FLT 108 PILOT REPTD BIRD STRIKE ON RWY TO TWR. OPS INSPCTD RWY NO  RESULTS. TIME = 1625LCL.,NA,4,3,10/16/1997 0:00,Day,CA,NA,NA,NA,NA,UNKNOWN BIRD,NA,1
AAL,AMERICAN AIRLINES,MD-82,NA,Approach,4,2,9/18/1997 0:00,Night,DC,2600,150,None,No Cloud,UNKNOWN BIRD - MEDIUM,NA,1
AAL,AMERICAN AIRLINES,MD-80,NO DAMAGE NOTED ON GROUND. PART OF A/C STRUCK NOT REPTD. TIME   = 8:40,Climb,4,2,3/27/1997 0:00,Dawn,TX,50,150,None,Overcast,HAWKS,NA,1
AAL,AMERICAN AIRLINES,FK-100,NO DAMAGE.,Climb,4,2,8/8/1997 0:00,Day,NY,NA,160,NA,No Cloud,UNKNOWN BIRD - SMALL,10-Feb,10-Feb
AAL,AMERICAN AIRLINES,MD-80,"FLT 1748 HIT A BIRD ON DEPTR. NO APPARENT DAMAGE, FLT CONTD TO  KDTW.",Take-off run,4,2,12/22/1997 0:00,Day,TX,0,100,None,No Cloud,UNKNOWN BIRD - MEDIUM,11-100,10-Feb
AAL,AMERICAN AIRLINES,FK-100,"HIT 5. NO DAMAGE/INJURY. PILOT REPTS GULL, OPS REPTS MOURNING  DOVE.",Landing Roll,4,2,9/30/1997 0:00,Day,IL,0,140,NA,Some Cloud,MOURNING DOVE,10-Feb,10-Feb
AAL,AMERICAN AIRLINES,B-727,NO DAMAGE ON POSTFLT INSPN.,Landing Roll,4,3,6/24/1998 0:00,Day,MO,0,120,None,Some Cloud,UNKNOWN BIRD - SMALL,10-Feb,1
AAL,AMERICAN AIRLINES,B-727,BIRD WAS SMALL AND BLACK. NO DAMAGE.,Approach,4,3,7/8/1997 0:00,Day,TN,700,140,None,Some Cloud,BLACKBIRDS,NA,1
AAL,AMERICAN AIRLINES,B-767,"BROWN BIRD. FLT 59. ARPT NOT GIVEN, ASSUME SAN FRANCISCO FROM  POSTMARK AND RWY #.",Landing Roll,4,2,12/8/1997 0:00,Day,CA,0,130,None,Some Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,FK-100,NO DAMAGE.,Approach,4,2,8/21/1997 0:00,Day,IL,1200,140,None,Some Cloud,UNKNOWN BIRD - MEDIUM,NA,1
AAL,AMERICAN AIRLINES,MD-82,NO VIS DAMAGE. INSPN & CLEANING REQD.,Approach,4,2,2/24/1997 0:00,Day,CO,300,140,None,Some Cloud,SPARROWS,NA,1
AAL,AMERICAN AIRLINES,A-300,3 SWALLOWS. NO DAMAGE.,Landing Roll,4,2,10/3/1997 0:00,Day,NY,0,NA,NA,No Cloud,TREE SWALLOW,NA,10-Feb
AAL,AMERICAN AIRLINES,B-727-200,BLACK BIRD. ATIS WARNING,Approach,4,3,5/27/1999 0:00,Day,TN,1000,150,None,Some Cloud,BLACKBIRDS,NA,1
